,subject,parameter,value,IDs
57379,20,$\theta$,0.6198531,43
57380,21,$\theta$,0.062143292,64
57381,22,$\theta$,0.39359856,58
57382,23,$\theta$,0.27827325,48
57383,24,$\theta$,0.02298629,29
57384,25,$\theta$,-0.5016082,45
57385,26,$\theta$,0.5922301,28
57386,27,$\theta$,-0.047751077,39
57387,28,$\theta$,0.3274344,44
57388,29,$\theta$,-0.50423735,57
57389,30,$\theta$,-0.1513967,35
57390,31,$\theta$,0.51692843,30
57391,32,$\theta$,0.20643294,31
57392,33,$\theta$,0.62569046,61
57393,34,$\theta$,0.21141888,47
57394,35,$\theta$,-0.1487254,65
57395,36,$\theta$,0.016013578,52
57396,37,$\theta$,0.092626765,62
57397,38,$\theta$,-0.020477392,34
57398,39,$\theta$,0.6737912,60
57399,40,$\theta$,0.1184254,38
57400,1,$\theta$,-0.99391645,25
57401,2,$\theta$,0.23189232,32
57402,3,$\theta$,0.65607554,33
57403,4,$\theta$,0.0975546,27
57404,5,$\theta$,0.061144993,51
57405,6,$\theta$,-0.032106515,55
57406,7,$\theta$,-0.7769757,63
57407,8,$\theta$,0.14338292,37
57408,9,$\theta$,0.2965086,50
57409,10,$\theta$,0.02803695,42
57410,11,$\theta$,0.092761636,56
57411,12,$\theta$,-0.20755263,49
57412,13,$\theta$,-0.74690634,40
57413,14,$\theta$,-0.37444878,54
57414,15,$\theta$,0.70845085,66
57415,16,$\theta$,-0.40357837,67
57416,17,$\theta$,-0.5331026,46
57417,18,$\theta$,-0.25072712,24
57418,19,$\theta$,-0.2802416,23
57419,20,$\theta$,0.09431933,43
57420,21,$\theta$,-0.14550485,64
57421,22,$\theta$,0.15659173,58
57422,23,$\theta$,0.28512037,48
57423,24,$\theta$,-0.46369323,29
57424,25,$\theta$,-0.07546116,45
57425,26,$\theta$,0.4386127,28
57426,27,$\theta$,-0.30585748,39
57427,28,$\theta$,0.54794055,44
57428,29,$\theta$,-0.6009052,57
57429,30,$\theta$,-0.39080217,35
57430,31,$\theta$,-0.06328686,30
57431,32,$\theta$,0.20782383,31
57432,33,$\theta$,0.3869726,61
57433,34,$\theta$,0.2869567,47
57434,35,$\theta$,-0.20684133,65
57435,36,$\theta$,-0.24075943,52
57436,37,$\theta$,-0.10621742,62
57437,38,$\theta$,0.21298656,34
57438,39,$\theta$,0.48648947,60
57439,40,$\theta$,-0.26012537,38
57440,1,$\theta$,-0.470465,25
57441,2,$\theta$,0.12895317,32
57442,3,$\theta$,0.37805584,33
57443,4,$\theta$,-0.06531981,27
57444,5,$\theta$,-0.44634885,51
57445,6,$\theta$,-0.023974113,55
57446,7,$\theta$,-0.86363494,63
57447,8,$\theta$,0.36005187,37
57448,9,$\theta$,0.23388603,50
57449,10,$\theta$,-0.17466019,42
57450,11,$\theta$,-0.055755086,56
57451,12,$\theta$,-0.14156672,49
57452,13,$\theta$,-0.79799825,40
57453,14,$\theta$,-0.20768453,54
57454,15,$\theta$,0.21307683,66
57455,16,$\theta$,-0.3115297,67
57456,17,$\theta$,-0.73634225,46
57457,18,$\theta$,-0.61676717,24
57458,19,$\theta$,-0.5426117,23
57459,20,$\theta$,0.2921206,43
57460,21,$\theta$,0.24645308,64
57461,22,$\theta$,0.110376135,58
57462,23,$\theta$,0.20950899,48
57463,24,$\theta$,-0.33524135,29
57464,25,$\theta$,-0.23509571,45
57465,26,$\theta$,0.37876236,28
57466,27,$\theta$,-0.61718005,39
57467,28,$\theta$,-0.05727969,44
57468,29,$\theta$,-0.8876446,57
57469,30,$\theta$,-0.073318206,35
57470,31,$\theta$,0.32600927,30
57471,32,$\theta$,0.18673766,31
57472,33,$\theta$,0.58197206,61
57473,34,$\theta$,0.088648364,47
57474,35,$\theta$,-0.3861884,65
57475,36,$\theta$,-0.37063643,52
57476,37,$\theta$,-0.108198464,62
57477,38,$\theta$,0.09847084,34
57478,39,$\theta$,0.5955404,60
57479,40,$\theta$,-0.01746684,38
57480,1,$\theta$,-0.7849425,25
57481,2,$\theta$,-0.06768465,32
57482,3,$\theta$,0.41122624,33
57483,4,$\theta$,-0.10226305,27
57484,5,$\theta$,0.11217278,51
57485,6,$\theta$,0.22105318,55
57486,7,$\theta$,-1.0105475,63
57487,8,$\theta$,0.16108333,37
57488,9,$\theta$,0.1366441,50
57489,10,$\theta$,-0.07936144,42
57490,11,$\theta$,-0.011509545,56
57491,12,$\theta$,-0.10255782,49
57492,13,$\theta$,-0.6758911,40
57493,14,$\theta$,-0.24420056,54
57494,15,$\theta$,0.3392648,66
57495,16,$\theta$,-0.70703214,67
57496,17,$\theta$,-0.9466728,46
57497,18,$\theta$,-0.12616222,24
57498,19,$\theta$,-0.69032854,23
57499,20,$\theta$,0.68688303,43
57500,21,$\theta$,-0.5177355,64
57501,22,$\theta$,-0.042144243,58
57502,23,$\theta$,0.28268182,48
57503,24,$\theta$,-0.32147142,29
57504,25,$\theta$,-0.2721211,45
57505,26,$\theta$,0.3218681,28
57506,27,$\theta$,-0.29718575,39
57507,28,$\theta$,-0.15034747,44
57508,29,$\theta$,-0.4891137,57
57509,30,$\theta$,0.2743064,35
57510,31,$\theta$,-0.21726985,30
57511,32,$\theta$,0.027012825,31
57512,33,$\theta$,0.8613232,61
57513,34,$\theta$,0.60323185,47
57514,35,$\theta$,0.079264164,65
57515,36,$\theta$,0.2411248,52
57516,37,$\theta$,-0.24715632,62
57517,38,$\theta$,0.28837946,34
57518,39,$\theta$,0.5607797,60
57519,40,$\theta$,-0.018066047,38
57520,1,$\theta$,-0.9030045,25
57521,2,$\theta$,0.6828891,32
57522,3,$\theta$,0.2426795,33
57523,4,$\theta$,-0.26227227,27
57524,5,$\theta$,0.49951068,51
57525,6,$\theta$,-0.21199657,55
57526,7,$\theta$,-0.8982644,63
57527,8,$\theta$,-0.09795183,37
57528,9,$\theta$,-0.039002642,50
57529,10,$\theta$,-0.04527615,42
57530,11,$\theta$,-0.08496695,56
57531,12,$\theta$,-0.3896637,49
57532,13,$\theta$,-1.1248876,40
57533,14,$\theta$,-0.7711415,54
57534,15,$\theta$,0.19962224,66
57535,16,$\theta$,-0.07275421,67
57536,17,$\theta$,-0.6966816,46
57537,18,$\theta$,-0.20650043,24
57538,19,$\theta$,-0.16553849,23
57539,20,$\theta$,0.42765358,43
57540,21,$\theta$,0.034345523,64
57541,22,$\theta$,-0.044114962,58
57542,23,$\theta$,0.52364063,48
57543,24,$\theta$,-0.022644304,29
57544,25,$\theta$,-0.2849847,45
57545,26,$\theta$,0.66341937,28
57546,27,$\theta$,-0.7790613,39
57547,28,$\theta$,0.10746932,44
57548,29,$\theta$,-1.0399549,57
57549,30,$\theta$,-0.29079986,35
57550,31,$\theta$,-0.35501266,30
57551,32,$\theta$,-0.09770034,31
57552,33,$\theta$,0.75744534,61
57553,34,$\theta$,0.6368103,47
57554,35,$\theta$,-0.2731914,65
57555,36,$\theta$,0.14758699,52
57556,37,$\theta$,0.049047902,62
57557,38,$\theta$,-0.086280696,34
57558,39,$\theta$,0.62452006,60
57559,40,$\theta$,0.42340603,38
57560,1,$\theta$,-0.5239189,25
57561,2,$\theta$,0.31164286,32
57562,3,$\theta$,0.5305198,33
57563,4,$\theta$,0.45798907,27
57564,5,$\theta$,0.3602269,51
57565,6,$\theta$,0.41038573,55
57566,7,$\theta$,-0.57135004,63
57567,8,$\theta$,0.21750408,37
57568,9,$\theta$,0.113560766,50
57569,10,$\theta$,0.26526946,42
57570,11,$\theta$,-0.031064967,56
57571,12,$\theta$,-0.12973246,49
57572,13,$\theta$,-0.8289592,40
57573,14,$\theta$,-0.37901652,54
57574,15,$\theta$,0.29214248,66
57575,16,$\theta$,-0.28115946,67
57576,17,$\theta$,-0.88362855,46
57577,18,$\theta$,-0.47073644,24
57578,19,$\theta$,-0.4980411,23
57579,20,$\theta$,0.5214008,43
57580,21,$\theta$,0.19189233,64
57581,22,$\theta$,-0.29719377,58
57582,23,$\theta$,0.06133631,48
57583,24,$\theta$,-0.014347409,29
57584,25,$\theta$,-0.74650204,45
57585,26,$\theta$,0.54962426,28
57586,27,$\theta$,-0.15964344,39
57587,28,$\theta$,0.40982884,44
57588,29,$\theta$,-0.56032217,57
57589,30,$\theta$,-0.07885169,35
57590,31,$\theta$,-0.21042895,30
57591,32,$\theta$,0.123532765,31
57592,33,$\theta$,0.6808621,61
57593,34,$\theta$,0.37704933,47
57594,35,$\theta$,0.26326114,65
57595,36,$\theta$,0.44469333,52
57596,37,$\theta$,0.14335984,62
57597,38,$\theta$,-0.40255678,34
57598,39,$\theta$,0.9492625,60
57599,40,$\theta$,0.059157662,38
57600,1,$\theta$,-0.59272575,25
57601,2,$\theta$,0.10065816,32
57602,3,$\theta$,0.67813617,33
57603,4,$\theta$,0.09939717,27
57604,5,$\theta$,-0.054844838,51
57605,6,$\theta$,0.23831174,55
57606,7,$\theta$,-0.8150791,63
57607,8,$\theta$,0.24168402,37
57608,9,$\theta$,0.2555621,50
57609,10,$\theta$,0.1277454,42
57610,11,$\theta$,-0.34694844,56
57611,12,$\theta$,-0.17155047,49
57612,13,$\theta$,-0.7357654,40
57613,14,$\theta$,-0.5700972,54
57614,15,$\theta$,0.30888388,66
57615,16,$\theta$,0.0110673215,67
57616,17,$\theta$,-0.25334397,46
57617,18,$\theta$,0.110679775,24
57618,19,$\theta$,-0.4080114,23
57619,20,$\theta$,0.6736238,43
57620,21,$\theta$,0.2740902,64
57621,22,$\theta$,-0.01028896,58
57622,23,$\theta$,0.39116377,48
57623,24,$\theta$,-0.15542354,29
57624,25,$\theta$,-0.13592394,45
57625,26,$\theta$,0.12084909,28
57626,27,$\theta$,-0.9209423,39
57627,28,$\theta$,0.38656846,44
57628,29,$\theta$,-0.29352063,57
57629,30,$\theta$,0.10723832,35
57630,31,$\theta$,0.21233483,30
57631,32,$\theta$,0.2419608,31
57632,33,$\theta$,0.77933747,61
57633,34,$\theta$,0.16539848,47
57634,35,$\theta$,-0.111175,65
57635,36,$\theta$,0.19453293,52
57636,37,$\theta$,-0.11935957,62
57637,38,$\theta$,0.023890108,34
57638,39,$\theta$,0.26361305,60
57639,40,$\theta$,0.11534926,38
57640,1,$\theta$,-0.5961542,25
57641,2,$\theta$,-0.0372377,32
57642,3,$\theta$,0.32941398,33
57643,4,$\theta$,0.12454028,27
57644,5,$\theta$,0.38004538,51
57645,6,$\theta$,0.2420713,55
57646,7,$\theta$,-0.85617477,63
57647,8,$\theta$,0.036920577,37
57648,9,$\theta$,-0.055618927,50
57649,10,$\theta$,0.16177885,42
57650,11,$\theta$,-0.4279347,56
57651,12,$\theta$,-0.3266965,49
57652,13,$\theta$,-0.46566817,40
57653,14,$\theta$,-0.2802363,54
57654,15,$\theta$,0.40295717,66
57655,16,$\theta$,-0.058494203,67
57656,17,$\theta$,-0.5504568,46
57657,18,$\theta$,-0.47802082,24
57658,19,$\theta$,-0.40442234,23
57659,20,$\theta$,0.5368888,43
57660,21,$\theta$,-0.048883334,64
57661,22,$\theta$,-0.027197925,58
57662,23,$\theta$,0.16502674,48
57663,24,$\theta$,-0.34725383,29
57664,25,$\theta$,0.047103368,45
57665,26,$\theta$,0.67774516,28
57666,27,$\theta$,-0.40686864,39
57667,28,$\theta$,0.30518916,44
57668,29,$\theta$,-0.8312841,57
57669,30,$\theta$,0.087809354,35
57670,31,$\theta$,-0.40862292,30
57671,32,$\theta$,0.427019,31
57672,33,$\theta$,0.41629553,61
57673,34,$\theta$,0.68526715,47
57674,35,$\theta$,-0.2420609,65
57675,36,$\theta$,0.00976895,52
57676,37,$\theta$,0.011142047,62
57677,38,$\theta$,-0.07253206,34
57678,39,$\theta$,0.5171518,60
57679,40,$\theta$,-0.058681674,38
57680,1,$\theta$,-0.5354216,25
57681,2,$\theta$,-0.2769095,32
57682,3,$\theta$,0.66570365,33
57683,4,$\theta$,0.009844094,27
57684,5,$\theta$,0.17867568,51
57685,6,$\theta$,0.31329644,55
57686,7,$\theta$,-0.86159736,63
57687,8,$\theta$,0.14851418,37
57688,9,$\theta$,0.37523392,50
57689,10,$\theta$,0.15782562,42
57690,11,$\theta$,-0.07215437,56
57691,12,$\theta$,-0.3665289,49
57692,13,$\theta$,-0.4839818,40
57693,14,$\theta$,-0.18584383,54
57694,15,$\theta$,0.32124233,66
57695,16,$\theta$,-0.34971324,67
57696,17,$\theta$,-0.2395941,46
57697,18,$\theta$,-0.0031221109,24
57698,19,$\theta$,-0.013027669,23
57699,20,$\theta$,0.4500691,43
57700,21,$\theta$,0.12747851,64
57701,22,$\theta$,-0.355178,58
57702,23,$\theta$,0.50262845,48
57703,24,$\theta$,0.11547092,29
57704,25,$\theta$,0.13896745,45
57705,26,$\theta$,0.42079544,28
57706,27,$\theta$,-0.039953463,39
57707,28,$\theta$,0.26778898,44
57708,29,$\theta$,-0.4382101,57
57709,30,$\theta$,0.03188199,35
57710,31,$\theta$,0.3689453,30
57711,32,$\theta$,0.31777802,31
57712,33,$\theta$,0.64171576,61
57713,34,$\theta$,0.262172,47
57714,35,$\theta$,-0.1710867,65
57715,36,$\theta$,-0.23909849,52
57716,37,$\theta$,0.37125212,62
57717,38,$\theta$,-0.020773808,34
57718,39,$\theta$,0.48725742,60
57719,40,$\theta$,0.11882574,38
57720,1,$\theta$,-0.7966523,25
57721,2,$\theta$,0.36305803,32
57722,3,$\theta$,0.74544734,33
57723,4,$\theta$,0.13446847,27
57724,5,$\theta$,0.33236533,51
57725,6,$\theta$,0.85465074,55
57726,7,$\theta$,-0.6514434,63
57727,8,$\theta$,0.11641927,37
57728,9,$\theta$,-0.044244427,50
57729,10,$\theta$,0.16156217,42
57730,11,$\theta$,-0.33593178,56
57731,12,$\theta$,-0.23936279,49
57732,13,$\theta$,-0.63743776,40
57733,14,$\theta$,-0.792171,54
57734,15,$\theta$,-0.28795528,66
57735,16,$\theta$,-0.25647753,67
57736,17,$\theta$,-0.67625475,46
57737,18,$\theta$,-0.4310537,24
57738,19,$\theta$,-0.35200787,23
57739,20,$\theta$,0.47094184,43
57740,21,$\theta$,-0.15270792,64
57741,22,$\theta$,0.006717004,58
57742,23,$\theta$,0.2200677,48
57743,24,$\theta$,0.15542795,29
57744,25,$\theta$,0.02782511,45
57745,26,$\theta$,0.60403824,28
57746,27,$\theta$,-0.611065,39
57747,28,$\theta$,0.21653898,44
57748,29,$\theta$,-1.0914115,57
57749,30,$\theta$,0.0014646016,35
57750,31,$\theta$,-0.039073985,30
57751,32,$\theta$,0.1981729,31
57752,33,$\theta$,0.7569162,61
57753,34,$\theta$,0.58060914,47
57754,35,$\theta$,0.14787155,65
57755,36,$\theta$,0.05719894,52
57756,37,$\theta$,0.15842542,62
57757,38,$\theta$,0.0806558,34
57758,39,$\theta$,0.57211775,60
57759,40,$\theta$,0.033357814,38
57760,1,$\theta$,-0.40656954,25
57761,2,$\theta$,0.100551136,32
57762,3,$\theta$,0.9216498,33
57763,4,$\theta$,0.22932224,27
57764,5,$\theta$,0.23004998,51
57765,6,$\theta$,0.25912598,55
57766,7,$\theta$,-0.74330384,63
57767,8,$\theta$,0.3418685,37
57768,9,$\theta$,0.3102074,50
57769,10,$\theta$,-0.13319142,42
57770,11,$\theta$,-0.4538509,56
57771,12,$\theta$,-0.25138825,49
57772,13,$\theta$,-1.0261894,40
57773,14,$\theta$,-0.49185172,54
57774,15,$\theta$,0.6665106,66
57775,16,$\theta$,-0.5552939,67
57776,17,$\theta$,-0.5185231,46
57777,18,$\theta$,-0.48553452,24
57778,19,$\theta$,-0.45998493,23
57779,20,$\theta$,0.49641433,43
57780,21,$\theta$,0.061570562,64
57781,22,$\theta$,0.13848343,58
57782,23,$\theta$,0.38476536,48
57783,24,$\theta$,-0.23242183,29
57784,25,$\theta$,0.1206384,45
57785,26,$\theta$,0.41352674,28
57786,27,$\theta$,-0.5021653,39
57787,28,$\theta$,0.42291787,44
57788,29,$\theta$,-0.41640863,57
57789,30,$\theta$,-0.116242774,35
57790,31,$\theta$,-0.06565187,30
57791,32,$\theta$,-0.129614,31
57792,33,$\theta$,0.40679282,61
57793,34,$\theta$,0.41527793,47
57794,35,$\theta$,0.061524063,65
57795,36,$\theta$,-0.11919309,52
57796,37,$\theta$,-0.028314812,62
57797,38,$\theta$,-0.4350149,34
57798,39,$\theta$,0.61130446,60
57799,40,$\theta$,-0.23550355,38
57800,1,$\theta$,-0.8321663,25
57801,2,$\theta$,-0.009002985,32
57802,3,$\theta$,0.43387952,33
57803,4,$\theta$,0.3967182,27
57804,5,$\theta$,0.45561105,51
57805,6,$\theta$,-0.37735188,55
57806,7,$\theta$,-0.8229148,63
57807,8,$\theta$,0.574848,37
57808,9,$\theta$,0.10491598,50
57809,10,$\theta$,0.17169197,42
57810,11,$\theta$,-0.13803338,56
57811,12,$\theta$,-0.04678642,49
57812,13,$\theta$,-0.784223,40
57813,14,$\theta$,-0.5537583,54
57814,15,$\theta$,0.24860595,66
57815,16,$\theta$,-0.30490705,67
57816,17,$\theta$,-0.4784441,46
57817,18,$\theta$,-0.7031974,24
57818,19,$\theta$,-0.27740073,23
57819,20,$\theta$,0.76825196,43
57820,21,$\theta$,-0.12420726,64
57821,22,$\theta$,-0.13704146,58
57822,23,$\theta$,0.44479877,48
57823,24,$\theta$,-0.2408282,29
57824,25,$\theta$,-0.16491885,45
57825,26,$\theta$,0.515546,28
57826,27,$\theta$,-0.44843885,39
57827,28,$\theta$,0.6916962,44
57828,29,$\theta$,-0.81633633,57
57829,30,$\theta$,-0.12648878,35
57830,31,$\theta$,-0.18461302,30
57831,32,$\theta$,0.150193,31
57832,33,$\theta$,0.60364205,61
57833,34,$\theta$,0.1232045,47
57834,35,$\theta$,-0.29766375,65
57835,36,$\theta$,0.20150977,52
57836,37,$\theta$,0.22585823,62
57837,38,$\theta$,0.19127479,34
57838,39,$\theta$,0.56345,60
57839,40,$\theta$,-0.23678121,38
57840,1,$\theta$,-0.85203165,25
57841,2,$\theta$,0.056820452,32
57842,3,$\theta$,0.5339483,33
57843,4,$\theta$,0.29882616,27
57844,5,$\theta$,0.30174077,51
57845,6,$\theta$,0.03874311,55
57846,7,$\theta$,-0.6445663,63
57847,8,$\theta$,0.30252022,37
57848,9,$\theta$,0.55196935,50
57849,10,$\theta$,0.08088769,42
57850,11,$\theta$,-0.7370192,56
57851,12,$\theta$,-0.20617804,49
57852,13,$\theta$,-0.6549012,40
57853,14,$\theta$,-0.4103784,54
57854,15,$\theta$,0.123509705,66
57855,16,$\theta$,-0.46684796,67
57856,17,$\theta$,-0.57892853,46
57857,18,$\theta$,-0.774278,24
57858,19,$\theta$,-0.7475105,23
57859,20,$\theta$,0.64177287,43
57860,21,$\theta$,-0.1469774,64
57861,22,$\theta$,0.04052916,58
57862,23,$\theta$,0.12058774,48
57863,24,$\theta$,0.089264125,29
57864,25,$\theta$,-0.6935993,45
57865,26,$\theta$,0.19858249,28
57866,27,$\theta$,-0.107343465,39
57867,28,$\theta$,0.51917124,44
57868,29,$\theta$,-0.8102916,57
57869,30,$\theta$,-0.100127876,35
57870,31,$\theta$,-0.40802538,30
57871,32,$\theta$,0.045241132,31
57872,33,$\theta$,0.43786418,61
57873,34,$\theta$,0.37768167,47
57874,35,$\theta$,-0.16327196,65
57875,36,$\theta$,0.044494927,52
57876,37,$\theta$,0.05788462,62
57877,38,$\theta$,-0.44035196,34
57878,39,$\theta$,0.5943552,60
57879,40,$\theta$,-0.11490441,38
57880,1,$\theta$,-0.38844308,25
57881,2,$\theta$,0.043469794,32
57882,3,$\theta$,0.6275654,33
57883,4,$\theta$,0.038737282,27
57884,5,$\theta$,0.30001846,51
57885,6,$\theta$,0.6553199,55
57886,7,$\theta$,-0.91636336,63
57887,8,$\theta$,0.30793217,37
57888,9,$\theta$,0.17243469,50
57889,10,$\theta$,-0.18539803,42
57890,11,$\theta$,-0.18698028,56
57891,12,$\theta$,0.10312544,49
57892,13,$\theta$,-0.7590006,40
57893,14,$\theta$,-0.59224993,54
57894,15,$\theta$,0.42372534,66
57895,16,$\theta$,-0.39676866,67
57896,17,$\theta$,-0.68437725,46
57897,18,$\theta$,-0.49381742,24
57898,19,$\theta$,-0.43924022,23
57899,20,$\theta$,0.58392483,43
57900,21,$\theta$,0.05742453,64
57901,22,$\theta$,-0.07204613,58
57902,23,$\theta$,0.61069715,48
57903,24,$\theta$,0.0050277226,29
57904,25,$\theta$,0.17324945,45
57905,26,$\theta$,0.65168566,28
57906,27,$\theta$,-0.6231259,39
57907,28,$\theta$,0.4888371,44
57908,29,$\theta$,-0.53613746,57
57909,30,$\theta$,0.15683399,35
57910,31,$\theta$,-0.07767884,30
57911,32,$\theta$,0.11392598,31
57912,33,$\theta$,0.69962394,61
57913,34,$\theta$,0.58789605,47
57914,35,$\theta$,-0.1914466,65
57915,36,$\theta$,-0.022364594,52
57916,37,$\theta$,-0.0044077663,62
57917,38,$\theta$,0.29723093,34
57918,39,$\theta$,0.47915778,60
57919,40,$\theta$,-0.04530324,38
57920,1,$\theta$,-0.5147192,25
57921,2,$\theta$,0.21279714,32
57922,3,$\theta$,0.9441338,33
57923,4,$\theta$,0.25631005,27
57924,5,$\theta$,0.264745,51
57925,6,$\theta$,0.36824805,55
57926,7,$\theta$,-0.9491945,63
57927,8,$\theta$,0.20098007,37
57928,9,$\theta$,0.103017226,50
57929,10,$\theta$,0.24558687,42
57930,11,$\theta$,-0.0512883,56
57931,12,$\theta$,-0.13260949,49
57932,13,$\theta$,-0.650456,40
57933,14,$\theta$,-0.21501762,54
57934,15,$\theta$,0.26847613,66
57935,16,$\theta$,-0.51044184,67
57936,17,$\theta$,-0.6366347,46
57937,18,$\theta$,-0.697014,24
57938,19,$\theta$,-0.3819939,23
57939,20,$\theta$,-0.015626136,43
57940,21,$\theta$,-0.069014765,64
57941,22,$\theta$,-0.019939382,58
57942,23,$\theta$,0.27326995,48
57943,24,$\theta$,-0.3425381,29
57944,25,$\theta$,-0.31372586,45
57945,26,$\theta$,0.2584131,28
57946,27,$\theta$,-0.16026337,39
57947,28,$\theta$,0.34417185,44
57948,29,$\theta$,-0.5560081,57
57949,30,$\theta$,0.35538462,35
57950,31,$\theta$,0.084329724,30
57951,32,$\theta$,-0.017660215,31
57952,33,$\theta$,0.29607913,61
57953,34,$\theta$,0.9575743,47
57954,35,$\theta$,-0.23563513,65
57955,36,$\theta$,-0.2350243,52
57956,37,$\theta$,0.06307267,62
57957,38,$\theta$,-0.10768016,34
57958,39,$\theta$,0.59667385,60
57959,40,$\theta$,0.09587851,38
57960,1,$\theta$,-0.42757237,25
57961,2,$\theta$,0.113274515,32
57962,3,$\theta$,0.70755076,33
57963,4,$\theta$,0.05483836,27
57964,5,$\theta$,0.16678967,51
57965,6,$\theta$,0.034908563,55
57966,7,$\theta$,-1.1374661,63
57967,8,$\theta$,-0.075650565,37
57968,9,$\theta$,0.001954941,50
57969,10,$\theta$,0.09449412,42
57970,11,$\theta$,-0.26668185,56
57971,12,$\theta$,-0.12003964,49
57972,13,$\theta$,-0.8160798,40
57973,14,$\theta$,-0.42706403,54
57974,15,$\theta$,0.0966165,66
57975,16,$\theta$,-0.37260354,67
57976,17,$\theta$,-0.35461912,46
57977,18,$\theta$,-0.038026616,24
57978,19,$\theta$,-0.56323665,23
57979,20,$\theta$,0.6294563,43
57980,21,$\theta$,-0.17870499,64
57981,22,$\theta$,0.238921,58
57982,23,$\theta$,0.33276847,48
57983,24,$\theta$,-0.084785834,29
57984,25,$\theta$,-0.12857297,45
57985,26,$\theta$,0.23801388,28
57986,27,$\theta$,-0.22488579,39
57987,28,$\theta$,0.6107472,44
57988,29,$\theta$,-0.70577997,57
57989,30,$\theta$,0.2512347,35
57990,31,$\theta$,-0.24773897,30
57991,32,$\theta$,0.151968,31
57992,33,$\theta$,0.5066016,61
57993,34,$\theta$,0.6822184,47
57994,35,$\theta$,-0.295991,65
57995,36,$\theta$,-0.025287524,52
57996,37,$\theta$,-0.03516673,62
57997,38,$\theta$,-0.25461334,34
57998,39,$\theta$,0.51818705,60
57999,40,$\theta$,-0.22173561,38
58000,1,$\theta$,-0.73112357,25
58001,2,$\theta$,0.3091013,32
58002,3,$\theta$,0.6650223,33
58003,4,$\theta$,0.35243842,27
58004,5,$\theta$,0.01579813,51
58005,6,$\theta$,0.6689437,55
58006,7,$\theta$,-0.7900748,63
58007,8,$\theta$,0.3586273,37
58008,9,$\theta$,-0.022163048,50
58009,10,$\theta$,0.08228756,42
58010,11,$\theta$,-0.31674308,56
58011,12,$\theta$,-0.16188107,49
58012,13,$\theta$,-0.6049144,40
58013,14,$\theta$,-0.54937947,54
58014,15,$\theta$,0.27150223,66
58015,16,$\theta$,-0.49101058,67
58016,17,$\theta$,-0.5493026,46
58017,18,$\theta$,-0.5252231,24
58018,19,$\theta$,-0.15799189,23
58019,20,$\theta$,-0.22705135,43
58020,21,$\theta$,-0.26167482,64
58021,22,$\theta$,-0.3407976,58
58022,23,$\theta$,0.54040146,48
58023,24,$\theta$,-0.2300877,29
58024,25,$\theta$,-0.3180904,45
58025,26,$\theta$,0.234269,28
58026,27,$\theta$,-0.5474381,39
58027,28,$\theta$,0.27653077,44
58028,29,$\theta$,-0.7795133,57
58029,30,$\theta$,-0.08365536,35
58030,31,$\theta$,-0.3136489,30
58031,32,$\theta$,0.14316505,31
58032,33,$\theta$,0.49371865,61
58033,34,$\theta$,-0.02335772,47
58034,35,$\theta$,-0.32571292,65
58035,36,$\theta$,0.12780803,52
58036,37,$\theta$,0.170079,62
58037,38,$\theta$,0.18862626,34
58038,39,$\theta$,0.542928,60
58039,40,$\theta$,-0.2245414,38
58040,1,$\theta$,-0.57163066,25
58041,2,$\theta$,-0.26901633,32
58042,3,$\theta$,0.03499559,33
58043,4,$\theta$,0.1001486,27
58044,5,$\theta$,0.23886225,51
58045,6,$\theta$,0.26080063,55
58046,7,$\theta$,-0.67142695,63
58047,8,$\theta$,0.3077751,37
58048,9,$\theta$,0.012368992,50
58049,10,$\theta$,0.04972602,42
58050,11,$\theta$,-0.3294518,56
58051,12,$\theta$,-0.22264479,49
58052,13,$\theta$,-0.6653057,40
58053,14,$\theta$,-0.42921144,54
58054,15,$\theta$,0.18262075,66
58055,16,$\theta$,-0.24826364,67
58056,17,$\theta$,-0.43244407,46
58057,18,$\theta$,-0.15938286,24
58058,19,$\theta$,-0.260298,23
58059,20,$\theta$,0.43310487,43
58060,21,$\theta$,-0.25508124,64
58061,22,$\theta$,-0.14780001,58
58062,23,$\theta$,0.38750464,48
58063,24,$\theta$,-0.20503272,29
